filename,width,height,class,xmin,ymin,xmax,ymax
279084676_jpg.rf.042909560ec0d4e5aa0c0ee5d28c9fc8.jpg,640,640,AS,296,294,316,336
279084676_jpg.rf.042909560ec0d4e5aa0c0ee5d28c9fc8.jpg,640,640,5C,333,293,351,335
279084676_jpg.rf.042909560ec0d4e5aa0c0ee5d28c9fc8.jpg,640,640,6H,391,311,418,352
279084676_jpg.rf.042909560ec0d4e5aa0c0ee5d28c9fc8.jpg,640,640,6H,443,482,469,524
838105712_jpg.rf.04eb1af234a7613f128403d611ba00db.jpg,640,640,JC,241,387,280,419
838105712_jpg.rf.04eb1af234a7613f128403d611ba00db.jpg,640,640,JH,215,354,255,378
838105712_jpg.rf.04eb1af234a7613f128403d611ba00db.jpg,640,640,4S,199,317,242,341
838105712_jpg.rf.04eb1af234a7613f128403d611ba00db.jpg,640,640,4S,302,172,344,196
845415769_jpg.rf.0719657a7bf1f5cdded4796b25617e72.jpg,640,640,3H,224,161,250,204
845415769_jpg.rf.0719657a7bf1f5cdded4796b25617e72.jpg,640,640,9S,268,157,289,201
845415769_jpg.rf.0719657a7bf1f5cdded4796b25617e72.jpg,640,640,2C,319,164,342,208
845415769_jpg.rf.0719657a7bf1f5cdded4796b25617e72.jpg,640,640,2C,399,325,422,367
179834124_jpg.rf.060fd9224a36977cc9b2e210965e4c0a.jpg,640,640,7D,486,407,533,468
179834124_jpg.rf.060fd9224a36977cc9b2e210965e4c0a.jpg,640,640,10D,430,431,470,493
179834124_jpg.rf.060fd9224a36977cc9b2e210965e4c0a.jpg,640,640,9S,346,442,372,505
179834124_jpg.rf.060fd9224a36977cc9b2e210965e4c0a.jpg,640,640,9S,166,231,194,294
649684893_jpg.rf.07722a98f0459b69fda14ebb0d113f69.jpg,640,640,10C,166,237,222,293
649684893_jpg.rf.07722a98f0459b69fda14ebb0d113f69.jpg,640,640,7H,217,203,264,263
649684893_jpg.rf.07722a98f0459b69fda14ebb0d113f69.jpg,640,640,4D,295,181,328,243
649684893_jpg.rf.07722a98f0459b69fda14ebb0d113f69.jpg,640,640,4D,520,337,552,400
729815286_jpg.rf.057ab4d06cb17cb65809dc26f3c7e390.jpg,640,640,2C,142,325,173,366
729815286_jpg.rf.057ab4d06cb17cb65809dc26f3c7e390.jpg,640,640,5C,177,312,203,355
729815286_jpg.rf.057ab4d06cb17cb65809dc26f3c7e390.jpg,640,640,3S,224,308,244,351
729815286_jpg.rf.057ab4d06cb17cb65809dc26f3c7e390.jpg,640,640,3S,344,441,364,484
389944457_jpg.rf.009447e969d72240115e0550cfc2f2e6.jpg,640,640,2S,374,412,411,474
389944457_jpg.rf.009447e969d72240115e0550cfc2f2e6.jpg,640,640,5C,317,419,347,482
389944457_jpg.rf.009447e969d72240115e0550cfc2f2e6.jpg,640,640,KD,260,410,290,475
389944457_jpg.rf.009447e969d72240115e0550cfc2f2e6.jpg,640,640,KD,118,182,148,244
642412748_jpg.rf.057312770f68eb71561f329dd149a1c8.jpg,640,640,4D,489,308,519,371
642412748_jpg.rf.057312770f68eb71561f329dd149a1c8.jpg,640,640,6D,430,311,456,374
642412748_jpg.rf.057312770f68eb71561f329dd149a1c8.jpg,640,640,AD,341,290,372,350
642412748_jpg.rf.057312770f68eb71561f329dd149a1c8.jpg,640,640,AD,242,31,273,93
146340808_jpg.rf.052afa9c8aff726337a169527ef036cb.jpg,640,640,2S,352,474,372,517
146340808_jpg.rf.052afa9c8aff726337a169527ef036cb.jpg,640,640,4S,319,467,342,509
146340808_jpg.rf.052afa9c8aff726337a169527ef036cb.jpg,640,640,5D,272,445,301,487
146340808_jpg.rf.052afa9c8aff726337a169527ef036cb.jpg,640,640,5D,249,266,279,307
354661385_jpg.rf.077c266616ae3edbe753d0d0c4161770.jpg,640,640,QH,359,471,401,494
354661385_jpg.rf.077c266616ae3edbe753d0d0c4161770.jpg,640,640,6D,356,439,398,458
354661385_jpg.rf.077c266616ae3edbe753d0d0c4161770.jpg,640,640,AS,364,389,406,411
354661385_jpg.rf.077c266616ae3edbe753d0d0c4161770.jpg,640,640,AS,525,311,567,332
014856104_jpg.rf.063870786b9e0e3e098eba2e46360e8c.jpg,640,640,AH,387,416,440,460
014856104_jpg.rf.063870786b9e0e3e098eba2e46360e8c.jpg,640,640,4D,350,446,394,500
014856104_jpg.rf.063870786b9e0e3e098eba2e46360e8c.jpg,640,640,2S,284,481,326,540
014856104_jpg.rf.063870786b9e0e3e098eba2e46360e8c.jpg,640,640,2S,42,349,84,409
408879256_jpg.rf.079d9bb6f607cd5bee99f43429b896b1.jpg,640,640,9H,169,181,196,244
408879256_jpg.rf.079d9bb6f607cd5bee99f43429b896b1.jpg,640,640,2D,227,190,258,253
408879256_jpg.rf.079d9bb6f607cd5bee99f43429b896b1.jpg,640,640,JS,297,234,339,290
408879256_jpg.rf.079d9bb6f607cd5bee99f43429b896b1.jpg,640,640,JS,355,494,398,551
695899518_jpg.rf.07aa3fd0facc10a2024231129b005b0e.jpg,640,640,QH,428,209,474,265
695899518_jpg.rf.07aa3fd0facc10a2024231129b005b0e.jpg,640,640,10D,383,230,425,292
695899518_jpg.rf.07aa3fd0facc10a2024231129b005b0e.jpg,640,640,8H,306,249,338,312
695899518_jpg.rf.07aa3fd0facc10a2024231129b005b0e.jpg,640,640,8H,113,53,145,115
582738218_jpg.rf.08063002f71a4f825ac1ddfdeb76c292.jpg,640,640,AH,516,271,578,299
582738218_jpg.rf.08063002f71a4f825ac1ddfdeb76c292.jpg,640,640,9C,509,320,572,353
582738218_jpg.rf.08063002f71a4f825ac1ddfdeb76c292.jpg,640,640,8S,473,401,532,444
582738218_jpg.rf.08063002f71a4f825ac1ddfdeb76c292.jpg,640,640,8S,199,446,259,489
651643483_jpg.rf.095e970618411a584c969c0e1598c453.jpg,640,640,7H,281,131,323,151
651643483_jpg.rf.095e970618411a584c969c0e1598c453.jpg,640,640,AD,276,167,318,188
651643483_jpg.rf.095e970618411a584c969c0e1598c453.jpg,640,640,9C,260,206,302,235
651643483_jpg.rf.095e970618411a584c969c0e1598c453.jpg,640,640,9C,88,251,129,279
542963817_jpg.rf.086f207503897555d3f406c3e7a46c77.jpg,640,640,7S,351,387,392,421
542963817_jpg.rf.086f207503897555d3f406c3e7a46c77.jpg,640,640,8H,328,420,364,454
542963817_jpg.rf.086f207503897555d3f406c3e7a46c77.jpg,640,640,JS,287,439,317,479
542963817_jpg.rf.086f207503897555d3f406c3e7a46c77.jpg,640,640,JS,124,387,153,427
491024110_jpg.rf.09c2c249b293cef69b22c27af665d117.jpg,640,640,QH,323,321,365,339
491024110_jpg.rf.09c2c249b293cef69b22c27af665d117.jpg,640,640,4S,333,278,374,301
491024110_jpg.rf.09c2c249b293cef69b22c27af665d117.jpg,640,640,3H,351,229,393,261
491024110_jpg.rf.09c2c249b293cef69b22c27af665d117.jpg,640,640,3H,530,208,572,240
710977391_jpg.rf.08e1f58dde8a5144cab90a51c31f69b2.jpg,640,640,AS,534,372,584,423
710977391_jpg.rf.08e1f58dde8a5144cab90a51c31f69b2.jpg,640,640,4C,485,404,524,462
710977391_jpg.rf.08e1f58dde8a5144cab90a51c31f69b2.jpg,640,640,KC,393,425,438,491
710977391_jpg.rf.08e1f58dde8a5144cab90a51c31f69b2.jpg,640,640,KC,189,257,235,323
919727748_jpg.rf.0c8ac72a6234bdbfe8cd09dfc2e2d5b3.jpg,640,640,4C,436,161,478,182
919727748_jpg.rf.0c8ac72a6234bdbfe8cd09dfc2e2d5b3.jpg,640,640,8C,435,196,478,216
919727748_jpg.rf.0c8ac72a6234bdbfe8cd09dfc2e2d5b3.jpg,640,640,3C,420,248,463,277
919727748_jpg.rf.0c8ac72a6234bdbfe8cd09dfc2e2d5b3.jpg,640,640,3C,249,305,292,333
118092265_jpg.rf.0e1481d37c09b528c38d7474d99ea1eb.jpg,640,640,8S,465,316,507,341
118092265_jpg.rf.0e1481d37c09b528c38d7474d99ea1eb.jpg,640,640,3S,468,356,511,375
118092265_jpg.rf.0e1481d37c09b528c38d7474d99ea1eb.jpg,640,640,JD,457,401,499,426
118092265_jpg.rf.0e1481d37c09b528c38d7474d99ea1eb.jpg,640,640,JD,300,478,342,502
223557298_jpg.rf.0d2c2d89ce5dcbf8db071dc042da97bd.jpg,640,640,10D,353,197,416,235
223557298_jpg.rf.0d2c2d89ce5dcbf8db071dc042da97bd.jpg,640,640,QD,323,249,380,293
223557298_jpg.rf.0d2c2d89ce5dcbf8db071dc042da97bd.jpg,640,640,7D,294,284,349,337
223557298_jpg.rf.0d2c2d89ce5dcbf8db071dc042da97bd.jpg,640,640,7D,13,262,68,315
817458718_jpg.rf.0b331f0742d41136b7f8dc1a8df8bcf1.jpg,640,640,JS,476,402,502,442
817458718_jpg.rf.0b331f0742d41136b7f8dc1a8df8bcf1.jpg,640,640,9C,447,416,474,458
817458718_jpg.rf.0b331f0742d41136b7f8dc1a8df8bcf1.jpg,640,640,QC,406,421,428,463
817458718_jpg.rf.0b331f0742d41136b7f8dc1a8df8bcf1.jpg,640,640,QC,283,296,304,338
425757911_jpg.rf.0cbe919970833dfe8706d76cb3226867.jpg,640,640,8C,361,284,404,307
425757911_jpg.rf.0cbe919970833dfe8706d76cb3226867.jpg,640,640,8D,363,249,406,267
425757911_jpg.rf.0cbe919970833dfe8706d76cb3226867.jpg,640,640,AD,377,199,419,221
425757911_jpg.rf.0cbe919970833dfe8706d76cb3226867.jpg,640,640,AD,546,138,588,160
017733999_jpg.rf.09673eb913ca7927de37639e6b6cce43.jpg,640,640,QH,493,417,520,479
017733999_jpg.rf.09673eb913ca7927de37639e6b6cce43.jpg,640,640,AS,427,405,458,465
017733999_jpg.rf.09673eb913ca7927de37639e6b6cce43.jpg,640,640,8D,348,367,390,427
017733999_jpg.rf.09673eb913ca7927de37639e6b6cce43.jpg,640,640,8D,311,93,353,154
682667555_jpg.rf.0de840d5072ba0f68472d2221e9ea001.jpg,640,640,QH,217,485,241,527
682667555_jpg.rf.0de840d5072ba0f68472d2221e9ea001.jpg,640,640,JS,187,471,217,509
682667555_jpg.rf.0de840d5072ba0f68472d2221e9ea001.jpg,640,640,AC,138,440,172,476
682667555_jpg.rf.0de840d5072ba0f68472d2221e9ea001.jpg,640,640,AC,149,264,183,300
538913083_jpg.rf.0a98d9bf066e6259bdb83583efaa616e.jpg,640,640,QS,138,109,172,171
538913083_jpg.rf.0a98d9bf066e6259bdb83583efaa616e.jpg,640,640,9H,208,103,235,166
538913083_jpg.rf.0a98d9bf066e6259bdb83583efaa616e.jpg,640,640,5S,271,115,303,179
538913083_jpg.rf.0a98d9bf066e6259bdb83583efaa616e.jpg,640,640,5S,382,369,414,433
298330496_jpg.rf.0ba7c4db021ba4b955a15d13aecabf34.jpg,640,640,8S,501,129,564,163
298330496_jpg.rf.0ba7c4db021ba4b955a15d13aecabf34.jpg,640,640,10S,479,177,540,222
298330496_jpg.rf.0ba7c4db021ba4b955a15d13aecabf34.jpg,640,640,KH,427,244,483,296
298330496_jpg.rf.0ba7c4db021ba4b955a15d13aecabf34.jpg,640,640,KH,150,216,204,268
494862494_jpg.rf.0d578622900ccfc614780c879fb4ec95.jpg,640,640,QC,250,163,281,225
494862494_jpg.rf.0d578622900ccfc614780c879fb4ec95.jpg,640,640,9C,313,164,343,227
494862494_jpg.rf.0d578622900ccfc614780c879fb4ec95.jpg,640,640,JS,387,199,426,257
494862494_jpg.rf.0d578622900ccfc614780c879fb4ec95.jpg,640,640,JS,465,455,505,513
428704279_jpg.rf.0ce4d7610b3c4374c08e563d2d69b7e5.jpg,640,640,4H,466,300,495,338
428704279_jpg.rf.0ce4d7610b3c4374c08e563d2d69b7e5.jpg,640,640,QD,436,314,464,355
428704279_jpg.rf.0ce4d7610b3c4374c08e563d2d69b7e5.jpg,640,640,AH,378,327,399,369
428704279_jpg.rf.0ce4d7610b3c4374c08e563d2d69b7e5.jpg,640,640,AH,252,202,273,244
662550052_jpg.rf.0b6c603a6e493109109c0824e439a344.jpg,640,640,8H,376,512,405,576
662550052_jpg.rf.0b6c603a6e493109109c0824e439a344.jpg,640,640,JC,329,503,360,565
662550052_jpg.rf.0b6c603a6e493109109c0824e439a344.jpg,640,640,3H,246,485,286,548
662550052_jpg.rf.0b6c603a6e493109109c0824e439a344.jpg,640,640,3H,172,219,213,283
306608314_jpg.rf.0d1469078027b3fc6180db33b768c82b.jpg,640,640,9H,520,131,583,158
306608314_jpg.rf.0d1469078027b3fc6180db33b768c82b.jpg,640,640,2H,510,185,572,219
306608314_jpg.rf.0d1469078027b3fc6180db33b768c82b.jpg,640,640,AD,485,235,544,271
306608314_jpg.rf.0d1469078027b3fc6180db33b768c82b.jpg,640,640,AD,216,295,276,332
274208959_jpg.rf.0cffdbbb538138084587805c7972f04f.jpg,640,640,3D,377,120,398,164
274208959_jpg.rf.0cffdbbb538138084587805c7972f04f.jpg,640,640,AD,416,136,441,177
274208959_jpg.rf.0cffdbbb538138084587805c7972f04f.jpg,640,640,AC,452,162,483,201
274208959_jpg.rf.0cffdbbb538138084587805c7972f04f.jpg,640,640,AC,462,339,493,378
182704928_jpg.rf.0de09c2a6bc58447558654965b819917.jpg,640,640,8S,442,145,479,180
182704928_jpg.rf.0de09c2a6bc58447558654965b819917.jpg,640,640,3D,461,179,503,210
182704928_jpg.rf.0de09c2a6bc58447558654965b819917.jpg,640,640,QH,475,246,517,268
182704928_jpg.rf.0de09c2a6bc58447558654965b819917.jpg,640,640,QH,355,370,401,397
974575938_jpg.rf.0d47658edea2432f1d7f775a20949e8d.jpg,640,640,6S,190,474,234,496
974575938_jpg.rf.0d47658edea2432f1d7f775a20949e8d.jpg,640,640,QS,209,426,250,454
974575938_jpg.rf.0d47658edea2432f1d7f775a20949e8d.jpg,640,640,3S,231,386,272,421
974575938_jpg.rf.0d47658edea2432f1d7f775a20949e8d.jpg,640,640,3S,412,384,453,419
822680444_jpg.rf.0d9a8866ba134441d501816f528136da.jpg,640,640,2C,270,373,295,416
822680444_jpg.rf.0d9a8866ba134441d501816f528136da.jpg,640,640,6H,228,358,258,398
822680444_jpg.rf.0d9a8866ba134441d501816f528136da.jpg,640,640,KS,196,334,233,375
822680444_jpg.rf.0d9a8866ba134441d501816f528136da.jpg,640,640,KS,201,157,237,204
754605099_jpg.rf.0bef07a846eed1ea3277ef1b9ca5c274.jpg,640,640,AH,445,217,506,251
754605099_jpg.rf.0bef07a846eed1ea3277ef1b9ca5c274.jpg,640,640,KH,453,266,515,299
754605099_jpg.rf.0bef07a846eed1ea3277ef1b9ca5c274.jpg,640,640,4S,452,331,514,357
754605099_jpg.rf.0bef07a846eed1ea3277ef1b9ca5c274.jpg,640,640,4S,223,485,285,511
353564249_jpg.rf.0cbf598c3431dc5784dba9711089e641.jpg,640,640,3D,416,172,460,200
353564249_jpg.rf.0cbf598c3431dc5784dba9711089e641.jpg,640,640,8H,427,223,469,245
353564249_jpg.rf.0cbf598c3431dc5784dba9711089e641.jpg,640,640,4H,424,261,466,281
353564249_jpg.rf.0cbf598c3431dc5784dba9711089e641.jpg,640,640,4H,279,364,322,384
476534969_jpg.rf.0c6bfc62586e79e8f4724d64f2f8234a.jpg,640,640,2H,271,426,314,449
476534969_jpg.rf.0c6bfc62586e79e8f4724d64f2f8234a.jpg,640,640,2H,271,381,315,402
476534969_jpg.rf.0c6bfc62586e79e8f4724d64f2f8234a.jpg,640,640,8H,285,327,327,353
476534969_jpg.rf.0c6bfc62586e79e8f4724d64f2f8234a.jpg,640,640,8H,457,275,499,300
802613374_jpg.rf.11957d6255984fe8171e7786654e09b9.jpg,640,640,10D,252,493,275,536
802613374_jpg.rf.11957d6255984fe8171e7786654e09b9.jpg,640,640,10H,214,482,244,524
802613374_jpg.rf.11957d6255984fe8171e7786654e09b9.jpg,640,640,JS,166,445,202,479
802613374_jpg.rf.11957d6255984fe8171e7786654e09b9.jpg,640,640,JS,172,272,207,307
734399227_jpg.rf.0f9fa20bec03f2839caa61ef87a85f1b.jpg,640,640,2H,194,282,250,327
734399227_jpg.rf.0f9fa20bec03f2839caa61ef87a85f1b.jpg,640,640,KC,231,240,299,296
734399227_jpg.rf.0f9fa20bec03f2839caa61ef87a85f1b.jpg,640,640,2D,314,190,356,250
734399227_jpg.rf.0f9fa20bec03f2839caa61ef87a85f1b.jpg,640,640,2D,566,307,609,366
071635855_jpg.rf.0f37da7f77639d41ad9654510ff971b2.jpg,640,640,10H,139,186,172,251
071635855_jpg.rf.0f37da7f77639d41ad9654510ff971b2.jpg,640,640,4H,180,205,216,264
071635855_jpg.rf.0f37da7f77639d41ad9654510ff971b2.jpg,640,640,QH,242,244,286,300
071635855_jpg.rf.0f37da7f77639d41ad9654510ff971b2.jpg,640,640,QH,258,502,305,572
965016732_jpg.rf.10169a6e7ed9f0b9fb57323ddf8d95c5.jpg,640,640,8H,525,401,556,465
965016732_jpg.rf.10169a6e7ed9f0b9fb57323ddf8d95c5.jpg,640,640,JD,472,393,500,456
965016732_jpg.rf.10169a6e7ed9f0b9fb57323ddf8d95c5.jpg,640,640,10C,388,376,428,440
965016732_jpg.rf.10169a6e7ed9f0b9fb57323ddf8d95c5.jpg,640,640,10C,300,115,341,180
400810680_jpg.rf.0e78f388584c5c5681dc11336c2c4811.jpg,640,640,9D,253,102,290,164
400810680_jpg.rf.0e78f388584c5c5681dc11336c2c4811.jpg,640,640,QH,297,129,340,185
400810680_jpg.rf.0e78f388584c5c5681dc11336c2c4811.jpg,640,640,5S,351,186,405,239
400810680_jpg.rf.0e78f388584c5c5681dc11336c2c4811.jpg,640,640,5S,300,459,355,512
347251743_jpg.rf.0e4558de5106d3b5dfa3b61465ec77d5.jpg,640,640,4H,253,171,285,231
347251743_jpg.rf.0e4558de5106d3b5dfa3b61465ec77d5.jpg,640,640,9H,300,191,340,251
347251743_jpg.rf.0e4558de5106d3b5dfa3b61465ec77d5.jpg,640,640,9D,347,233,393,289
347251743_jpg.rf.0e4558de5106d3b5dfa3b61465ec77d5.jpg,640,640,9D,353,510,398,566
016426608_jpg.rf.0fec27f1f92a1b5e15db6dec4310e860.jpg,640,640,9S,288,246,325,281
016426608_jpg.rf.0fec27f1f92a1b5e15db6dec4310e860.jpg,640,640,4D,260,270,290,308
016426608_jpg.rf.0fec27f1f92a1b5e15db6dec4310e860.jpg,640,640,AC,212,292,238,333
016426608_jpg.rf.0fec27f1f92a1b5e15db6dec4310e860.jpg,640,640,AC,62,201,88,242
162938989_jpg.rf.0f3a37746d2de984506188e5c6454304.jpg,640,640,JS,475,133,537,163
162938989_jpg.rf.0f3a37746d2de984506188e5c6454304.jpg,640,640,4C,478,199,540,228
162938989_jpg.rf.0f3a37746d2de984506188e5c6454304.jpg,640,640,7D,468,237,532,271
162938989_jpg.rf.0f3a37746d2de984506188e5c6454304.jpg,640,640,7D,216,353,280,387
740046841_jpg.rf.11ced359761699348b0faa62bafc372e.jpg,640,640,7C,287,333,314,377
740046841_jpg.rf.11ced359761699348b0faa62bafc372e.jpg,640,640,AH,254,336,275,379
740046841_jpg.rf.11ced359761699348b0faa62bafc372e.jpg,640,640,10C,198,327,224,371
740046841_jpg.rf.11ced359761699348b0faa62bafc372e.jpg,640,640,10C,129,163,155,207
763447104_jpg.rf.10c72f70bed4803f7cb6d8449346c6b8.jpg,640,640,10D,460,310,486,353
763447104_jpg.rf.10c72f70bed4803f7cb6d8449346c6b8.jpg,640,640,AC,414,313,435,355
763447104_jpg.rf.10c72f70bed4803f7cb6d8449346c6b8.jpg,640,640,2S,380,309,402,351
763447104_jpg.rf.10c72f70bed4803f7cb6d8449346c6b8.jpg,640,640,2S,294,152,316,196
311343781_jpg.rf.114053e906d998f80337ecfa2f75414a.jpg,640,640,QC,449,97,508,140
311343781_jpg.rf.114053e906d998f80337ecfa2f75414a.jpg,640,640,3S,466,156,529,192
311343781_jpg.rf.114053e906d998f80337ecfa2f75414a.jpg,640,640,9S,466,234,529,260
311343781_jpg.rf.114053e906d998f80337ecfa2f75414a.jpg,640,640,9S,242,395,306,421
